"","EXPID","PEAKID","YEAR","SEASON","SEASON_FACTOR","HOST","HOST_FACTOR","ROUTE1","ROUTE2","ROUTE3","ROUTE4","NATION","LEADERS","SPONSOR","SUCCESS1","SUCCESS2","SUCCESS3","SUCCESS4","ASCENT1","ASCENT2","ASCENT3","ASCENT4","CLAIMED","DISPUTED","COUNTRIES","APPROACH","BCDATE","SMTDATE","SMTTIME","SMTDAYS","TOTDAYS","TERMDATE","TERMREASON","TERMREASON_FACTOR","TERMNOTE","HIGHPOINT","TRAVERSE","SKI","PARAPENTE","CAMPS","ROPE","TOTMEMBERS","SMTMEMBERS","MDEATHS","TOTHIRED","SMTHIRED","HDEATHS","NOHIRED","O2USED","O2NONE","O2CLIMB","O2DESCENT","O2SLEEP","O2MEDICAL","O2TAKEN","O2UNKWN","OTHERSMTS","CAMPSITES","ROUTEMEMO","ACCIDENTS","ACHIEVMENT","AGENCY","COMRTE","STDRTE","PRIMRTE","PRIMMEM","PRIMREF","PRIMID","CHKSUM"
"1","TKRG10101","TKRG",2010,1,"Spring",1,"Nepal","E Face-S Ridge",NA,NA,NA,"USA","David Gottlieb","Takargo 2010",TRUE,FALSE,FALSE,FALSE,"1st",NA,NA,NA,FALSE,FALSE,NA,NA,2010-03-06,2010-03-12,"1430",6,8,2010-03-14,1,"Success (main peak)",NA,6771,FALSE,FALSE,FALSE,0,0,3,2,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(06/03,4750m),Smt(12/03)","139774",NA,"1st ascent","Climb High Himalaya",FALSE,FALSE,FALSE,FALSE,FALSE,NA,2458943
"2","AMPG10101","AMPG",2010,1,"Spring",1,"Nepal","NE Ridge of Amphu East",NA,NA,NA,"UK","John Allen","British Amphu Expedition",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Via Chhukung",2010-04-05,NA,NA,0,4,2010-04-09,12,"Did not attempt climb","Abandoned at 5900m due to loose rock on Amphu East",0,FALSE,FALSE,FALSE,0,0,3,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Attempted Amphu East","BC(05/04,5100m),Biv.Amphu East(06/04,5600m),Amphu East.xxx(07/04,5900m)","139810",NA,NA,"Summit Nepal Trekking",FALSE,FALSE,FALSE,FALSE,FALSE,NA,4935
"3","AMAD10101","AMAD",2010,1,"Spring",1,"Nepal","SW Ridge",NA,NA,NA,"Andorra","Orial Ribas","Andorrans to Ama Dablam",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2010-04-05,2010-04-21,NA,16,17,2010-04-22,4,"Bad weather (storms, high winds)","Abandoned at 6500m due to high winds",6500,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(05/04,4500m),Biv1(07/04,5500m),Biv2(21/04,5800m),C3(22/04,6100m),xxx(21/04,6500m)","139885",NA,"1st Andorran attempt","Thamserku Trekking",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2459973
"4","AMAD10102","AMAD",2010,1,"Spring",1,"Nepal","SW Ridge",NA,NA,NA,"Kazakhstan","Dmitri Suponnikov","Ama Dablam Expedition",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Russia","Phakding->Namche->Porchtuga->Machermo->Zongla->Pangboche",2010-04-20,2010-04-27,"1600",7,10,2010-04-30,1,"Success (main peak)",NA,6814,FALSE,FALSE,FALSE,3,600,2,1,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(20/04,5300m),C1(21/04,5800m),C2(22/04,6000m),C3(23/04,6270m),Smt(27/04)","139906","Ivanova suffered from breathing difficulty","1st climber to summit in the season","Durga Tamang (Himalayan Guides pmt)",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2459979
"5","AMAD10103","AMAD",2010,1,"Spring",1,"Nepal","SW Ridge",NA,NA,NA,"Russia","Sergei Kofanov","Media Arts Ama Dablam Expedition",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Ukraine","Lukla->Namche->Pangboche->ABC",2010-04-04,2010-04-10,"1600",6,9,2010-04-13,1,"Success (main peak)",NA,6814,FALSE,FALSE,FALSE,3,600,4,4,0,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(04/04,4000m),ABC(05/04,5100m),C1(06/04,5800m),C2(07/04,5900m),C3(08/04,6300m),Smt(10/04)","139925",NA,NA,"Royal Mountain Travel",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2459962
"6","AMAD10104","AMAD",2010,1,"Spring",1,"Nepal","SW Ridge",NA,NA,NA,"Russia","Volodymyr Khytrykov","Seven Summits Club Ama Dablam",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Canada, Kazakhstan, Ukraine","Namche",2010-05-03,2010-05-13,NA,10,12,2010-05-15,1,"Success (main peak)",NA,6814,FALSE,FALSE,FALSE,3,0,4,3,0,2,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(03/05,4500m),ABC(04/05,5200m),C1(05/05,5780m),C2(11/05,5900m),C3(12/05,6080m),Smt(13/05)","139933","Kovalev pneumonia, hypostasis of lungs",NA,"Royal Mountain Travel",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2459995
"7","AMAD10105","AMAD",2010,1,"Spring",1,"Nepal","SW Ridge",NA,NA,NA,"Russia","Evgeny Voronov","Two Russians on Ama Dablam",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Lukla->Namche->Pangboche",2010-04-26,2010-05-02,"1600",6,9,2010-05-05,1,"Success (main peak)",NA,6814,FALSE,FALSE,FALSE,2,0,2,2,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(26/04,5450m),ABC(29/04,5450m),C2(30/04,6000m),C3(01/05,6300m),Smt(02/05)","139941",NA,NA,"Royal Mountain Travel",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2459984
"8","AMAD10106","AMAD",2010,1,"Spring",1,"Nepal","SW Ridge",NA,NA,NA,"Russia","Dmitri Bezruchko","Russian team to Ama Dablam",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2010-04-17,2010-04-26,NA,9,11,2010-04-28,7,"Illness, AMS, exhaustion, or frostbite","Abandoned at 6500m due to frostbitten fingers of leader",6500,FALSE,FALSE,FALSE,2,80,6,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(17/04),ABC(19/04,5300m),C2(22/04,6040m),C3(25/04,6400m),xxx(26/04,6500m)","139946",NA,NA,"Royal Mountain Travel",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2459978
"9","AMAD10107","AMAD",2010,1,"Spring",1,"Nepal","SW Ridge",NA,NA,NA,"France","Mathias Le Douce","Frenchman on Ama Dablam",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Namche->Pangboche",2010-04-29,2010-05-04,NA,5,6,2010-05-05,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)","Abandoned at 5900m due to too much snow",5900,FALSE,FALSE,FALSE,1,0,1,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(29/04,4600m),C1(03/05,5600m),xxx(04/05,5900m)","139955",NA,NA,"South Asian Treks",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2459986
"10","AMAD10108","AMAD",2010,1,"Spring",1,"Nepal","SW Ridge",NA,NA,NA,"USA","Dick Morse","US Ama Dablam and Lhotse Expedition",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Pangboche",2010-03-21,2010-04-12,NA,22,25,2010-04-15,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)","Abandoned at 6300m due to rock fall, bad conditions",6300,FALSE,FALSE,FALSE,2,800,1,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Attempted Lhotse (LHOT-101-03)","BC(21/03,4700m),C1(01/04,5700m),C2(12/04,6100m),xxx(12/04,6300m)","139959",NA,NA,"Peak Promotion",TRUE,FALSE,FALSE,FALSE,FALSE,"LHOT10103",2459964
"11","AMAD10109","AMAD",2010,1,"Spring",1,"Nepal","SW Ridge",NA,NA,NA,"France","Thierry Bonhomme","Ethnic Himalaya Expedition to Ama Dablam",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Phakding->Namche->Tengboche->Pangboche",2010-04-17,2010-04-27,NA,10,13,2010-04-30,8,"Lack (or loss) of supplies, support or equipment","Abandoned at 6300m due to no fixed ropes, snowfall",6300,FALSE,FALSE,FALSE,2,0,2,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(17/04,4600m),ABC(19/04,5500m),C2(20/04,6000m),xxx(27/04,6300m)","139971",NA,NA,"Dhan Prasad Gurung (Himalayan Guides pmt)",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2459979
"12","AMAD10110","AMAD",2010,1,"Spring",1,"Nepal","SW Ridge",NA,NA,NA,"Switzerland","Roger Fleming","Swiss-German Duo to Ama Dablam",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Germany","Phakding->Namche->Island Peak BC->Chhukung",2010-04-21,2010-04-26,NA,5,10,2010-05-01,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)","Abandoned at 6500m due to icefall and rockfall (route was all ice)",6500,FALSE,FALSE,FALSE,2,0,2,0,0,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Climbed Island Peak by all on 18 April","BC(21/04,4700m),C1(23/04,5800m),C2(24/04,6100m),xxx(26/04,6500m)","139976",NA,NA,"Matterhorn Treks (Himalayan Guides pmt)",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2459978
"13","AMAD10111","AMAD",2010,1,"Spring",1,"Nepal","SW Ridge",NA,NA,NA,"France","Alexandre Fremin Du Sartel","Mr. Duss on Ama Dablam",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2010-04-14,2010-04-23,NA,9,11,2010-04-25,8,"Lack (or loss) of supplies, support or equipment","Abandoned at 6300m due to Sherpas were instructed by their agency not to put fix rope above C2",6300,FALSE,FALSE,FALSE,2,0,1,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(14/04,4650m),C1(16/04,5600m),C2(19/04,6200m),xxx(23/04,6300m)","112391",NA,NA,"Himalayan Guides permit",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2459975
"14","ANN110101","ANN1",2010,1,"Spring",1,"Nepal","N Face",NA,NA,NA,"Italy","Frank Gasser",NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Pokhara to Tatopani by helicopter->Tatopani to BC",2010-04-16,2010-04-28,NA,12,15,2010-05-01,7,"Illness, AMS, exhaustion, or frostbite","Abandoned at 5500m due to stomach problem, gas",5500,FALSE,FALSE,FALSE,2,0,1,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(16/04,4200m),C1(17/04,5000m),C2(20/04,5500m),xxx(28/04,5500m)","139994",NA,NA,"Thamserku Trekking",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2460295
"15","ANN110102","ANN1",2010,1,"Spring",1,"Nepal","N Face",NA,NA,NA,"Spain","Edurne Pasaban","14 X 8000 Annapurna & Sishapangma Expedition",TRUE,FALSE,FALSE,FALSE,"51st",NA,NA,NA,FALSE,FALSE,NA,NA,2010-03-15,2010-04-17,"1330",33,37,2010-04-21,1,"Success (main peak)",NA,8091,FALSE,FALSE,FALSE,4,1800,6,4,0,4,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(15/03,4200m),C1(17/03,5000m),C2(20/03,5600m),C3(29/03,6400m),C4(16/04,7100m),Smt(17/04)","140001","Latorre's accident",NA,"Thamserku Trekking",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2460284
"16","ANN110103","ANN1",2010,1,"Spring",1,"Nepal","N Face",NA,NA,NA,"USA","Nick Rice","Nick Rice on Annapurna",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2010-04-05,2010-04-21,NA,16,26,2010-05-01,6,"Accident (death or serious injury)","Abandoned at 6250m due to injuries suffered from falling ice",6250,FALSE,FALSE,FALSE,2,0,1,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(05/04,4200m),C1(14/04,4870m),C2(15/04,5565m),xxx(21/04,6250m)","140024","Rice hit by falling ice (stomach trouble earlier)",NA,"Cho Oyu Trekking",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2460288
"17","ANN110104","ANN1",2010,1,"Spring",1,"Nepal","N Face (east of Dutch Rib)",NA,NA,NA,"Spain","Carlos Pauner","Spanish Annapurna I Expedition",TRUE,FALSE,FALSE,FALSE,"54th",NA,NA,NA,FALSE,FALSE,NA,NA,2010-03-30,2010-04-27,"1600",28,33,2010-05-02,1,"Success (main peak)",NA,8091,FALSE,FALSE,FALSE,4,200,6,3,1,2,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(30/03,4200m),C1(03/04,5000m),C2(04/04,5500m),C3(14/04,6500m),C4(26/04,6950m),Smt(27/04)","196619",NA,NA,"Thamserku Trekking",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2460294
"18","ANN110105","ANN1",2010,1,"Spring",1,"Nepal","N Face",NA,NA,NA,"S Korea","Oh Eun-Sun","2010 Oh's Annapurna Expedition",TRUE,FALSE,FALSE,FALSE,"53rd",NA,NA,NA,FALSE,FALSE,NA,NA,2010-04-04,2010-04-27,"1500",23,27,2010-05-01,1,"Success (main peak)",NA,8091,FALSE,FALSE,FALSE,4,400,7,3,0,7,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(04/04,4100m),C1(07/04,5100m),C2(17/04,5600m),C3(23/04,6400m),C4(26/04,6500m),Smt(27/04)","100652",NA,"Miss Oh's 14th 8000er","Korean Treks & Expeditions",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2460294
"19","ANN110106","ANN1",2010,1,"Spring",1,"Nepal","S Face",NA,NA,NA,"S Korea","Park Young-Seok","2010's Park's Annapurna South Face Expedition",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2010-03-29,2010-04-12,NA,14,47,2010-05-15,4,"Bad weather (storms, high winds)","Abandoned at 6100m due to continuous bad weather",6100,FALSE,FALSE,FALSE,0,0,5,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(29/03,4250m),ABC(07/04,5150m),xxx(12/04,6100m)","140154","Kang's injured knee",NA,"Villa Everest",FALSE,FALSE,FALSE,FALSE,FALSE,NA,2460279
"20","ANN110107","ANN1",2010,1,"Spring",1,"Nepal","N Face",NA,NA,NA,"Iran","Amir Hossein Partovinia","Iranian to Annapurna I",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Beni",2010-04-09,2010-04-13,NA,4,37,2010-05-16,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)","Abandoned at 6370m due to dangerous avalanche conditions",6370,FALSE,FALSE,FALSE,3,200,1,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(09/04,4025m),C1(11/04,5200m),C2(12/04,5750m),C3(13/04,6770m),xxx(13/04,6370m)","140168","Avalanche, bruised body",NA,"Prestige Adventure",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2460280
"21","ANN110108","ANN1",2010,1,"Spring",1,"Nepal","N Face via different lines above C4",NA,NA,NA,"Poland","Piotr Pustelnik","International Expedition to Pumori & Annapurna I",TRUE,FALSE,FALSE,FALSE,"51st,52nd",NA,NA,NA,FALSE,FALSE,"Portugal, Romania, Russia, Slovakia, Spain",NA,2010-04-10,2010-04-17,"1330",7,21,2010-05-01,1,"Success (main peak)",NA,8091,FALSE,FALSE,FALSE,0,0,9,7,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Attempted Pumori (PUMO-101-03)","BC(10/04,4200m),C1(5200m),C2(5600m),C3(6400m),C4(6970m),Smt(17,27/04)","205675",NA,NA,"Cho Oyu Trekking",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2460284
"22","ANN110109","ANN1",2010,1,"Spring",1,"Nepal","N Face (German route)",NA,NA,NA,"Ecuador","Santiago Quintero","Ecuadorian Annapurna Expedition",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Kathmandu->Pokhara by car; Pokhara->BC by helicopter",2010-04-16,2010-04-25,NA,9,31,2010-05-17,7,"Illness, AMS, exhaustion, or frostbite","Abandoned at 6550m due to Quintero's knee problem",6550,FALSE,FALSE,FALSE,3,50,1,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(16/04,4400m),C1(17/04,5000m),C2(17/04,5600m),C3(23/04,6550m),xxx(25/04,6550m)","140313",NA,NA,"Thamserku Trekking",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2460292
"23","ANN310101","ANN3",2010,1,"Spring",1,"Nepal","SE Ridge",NA,NA,NA,"UK","Nick Bullock","British Annapurna III Southeast Ridge Expedition",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,NA,11,"Did not reach base camp",NA,0,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"140322",NA,NA,"Loben Expeditions",FALSE,FALSE,FALSE,FALSE,FALSE,NA,5070
"24","APIM10101","APIM",2010,1,"Spring",1,"Nepal","NW Ridge",NA,NA,NA,"Switzerland","Diego Wellig","Swiss Api Himal Expedition",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2010-04-18,2010-05-01,NA,13,16,2010-05-04,4,"Bad weather (storms, high winds)","Abandoned at 6500m due to bad weather",6500,FALSE,FALSE,FALSE,2,350,3,0,0,4,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(18/04,4300m),C1(21/04,5300m),C2(26/04,6050m),xxx(01/05,6500m)","140344",NA,NA,"Active Holiday Nepal Treks",FALSE,FALSE,FALSE,FALSE,FALSE,NA,2460433
"25","BARU10101","BARU",2010,1,"Spring",1,"Nepal","SE Ridge",NA,NA,NA,"USA","Ben Clark","Ski the Himalayas",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2010-04-22,2010-04-25,NA,3,10,2010-05-02,6,"Accident (death or serious injury)","Abandoned at 6250m due to Clark's accident",6240,FALSE,FALSE,FALSE,1,0,3,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(22/04,5420m),C1(25/04,6240m),xxx(25/04,6240m)","140363",NA,NA,"Mountain Tribes Trekking",FALSE,FALSE,FALSE,FALSE,FALSE,NA,2460517
"26","BHRS10101","BHRS",2010,1,"Spring",1,"Nepal","N Ridge",NA,NA,NA,"France","Paulo Grobel","Tirawa Bhrikuti Expedition",TRUE,FALSE,FALSE,FALSE,"3rd",NA,NA,NA,FALSE,FALSE,NA,NA,2010-03-16,2010-03-18,"0800",2,3,2010-03-19,1,"Success (main peak)",NA,6361,FALSE,FALSE,FALSE,1,0,10,7,0,3,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(16/03,5450m),C1(17/03,5800m),Smt(18/03)","140378",NA,NA,"Himalayan Society",FALSE,FALSE,FALSE,FALSE,FALSE,NA,2460524
"27","BHRS10102","BHRS",2010,1,"Spring",1,"Nepal","S Face",NA,NA,NA,"Netherlands","Robert Eckhardt","Dutch Expedition to Bhrikuti Sail",TRUE,FALSE,FALSE,FALSE,"4th,5th",NA,NA,NA,FALSE,FALSE,NA,"Besisahar->Jagat->Koto->Meta->Junam->Phu->Ngaru",NA,2010-05-15,"1300",0,0,NA,1,"Success (main peak)",NA,6361,FALSE,FALSE,FALSE,0,0,5,4,0,3,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Climbed Saribung","BC(5000m),ABC(5240m),Smt(15-16/05)","140412",NA,NA,"Summit Nepal Trekking",FALSE,FALSE,FALSE,FALSE,FALSE,NA,2460582
"28","CHOY10101","CHOY",2010,1,"Spring",2,"China","NW side",NA,NA,NA,"Australia","Gregory Miller",NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Zhangmu->Nyalam->Tingri",2010-04-11,2010-04-26,NA,15,28,2010-05-09,7,"Illness, AMS, exhaustion, or frostbite","Abandoned at 7200m due to stomach problems",7200,FALSE,FALSE,FALSE,1,0,1,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"BC(11/04,4900m),ABC(14/04,5500m),C1(18/04,6400m),xxx(26/04,7200m)","140425",NA,NA,"Solukhumbu Treks/Asian Trekking",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2460878
"29","CHOY10102","CHOY",2010,1,"Spring",2,"China","NW side",NA,NA,NA,"Bulgaria","Rumen Metodiev","Bulgarian on Cho Oyu",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Zhangmu->Nyalam->Tingri",2010-04-11,2010-04-22,NA,11,28,2010-05-09,8,"Lack (or loss) of supplies, support or equipment","Abandoned at 6500m due to broken crampon",6500,FALSE,FALSE,FALSE,1,0,1,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(11/04,4900m),ABC(19/04,5500m),C1(20/04,6400m),xxx(22/04,6500m)","140432",NA,NA,"Asian Trekking",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2460874
"30","CHOY10103","CHOY",2010,1,"Spring",2,"China","NW side",NA,NA,NA,"Canada","Sebastien La Pointe","Asian Trekking Everest North 2010",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Zhangmu->Nyalam->Tingri",2010-04-11,2010-05-06,NA,25,28,2010-05-09,8,"Lack (or loss) of supplies, support or equipment","Abandoned at 7500m due to no ropes fixed, ran out of time",7500,FALSE,FALSE,FALSE,2,0,2,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"BC(11/04,4900m),ABC(14/04,5500m),C1(20/04,6400m),C2(04/05,7100m),xxx(06/05,7500m)","140435",NA,NA,"Asian Trekking",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2460888
"31","CHOY10104","CHOY",2010,1,"Spring",2,"China","NW side",NA,NA,NA,"Malaysia","Ravichandran Tharumalingam","Malaysian on Cho Oyu",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Zhangmu->Nyalam->Tingri",2010-04-11,2010-05-03,NA,22,28,2010-05-09,8,"Lack (or loss) of supplies, support or equipment","Abandoned at 7100m due to no ropes fixed above C3",7100,FALSE,FALSE,FALSE,1,0,1,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"BC(11/04,4900m),ABC(14/04,5500m),C1(20/04,6400m),xxx(03/05,7100m)","140447",NA,NA,"Asian Trekking",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2460885
"32","CHOY10105","CHOY",2010,1,"Spring",2,"China","NW side",NA,NA,NA,"Argentina","Jorge Eduardo Gonzalez","Argentinians to Cho Oyu",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Zhangmu->Nyalam->Tingri",2010-04-13,2010-04-28,NA,15,31,2010-05-14,8,"Lack (or loss) of supplies, support or equipment","Abandoned at 7000m due to no fixed rope and bad weather forecast",7000,FALSE,FALSE,FALSE,2,0,2,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(13/04,4900m),ABC(16/04,5500m),C1(25/04,6400m),C2(28/04,7000m),xxx(28/04,7000m)","140454",NA,NA,"Prestige Adventure",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2460880
"33","CHOY10106","CHOY",2010,1,"Spring",2,"China","NW side",NA,NA,NA,"Austria","Christian Schnoell","Austrian Cho Oyu Expedition 2010",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Zhangmu->Nyalam->Tingri",2010-04-23,2010-05-04,NA,11,23,2010-05-16,4,"Bad weather (storms, high winds)","Abandoned at 7100m due to too much wind",7100,FALSE,FALSE,FALSE,1,0,5,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(23/04,4900m),ABC(26/04,5500m),C1(03/05,6400m),xxx(04/05,7100m)","140460",NA,NA,"Asian Trekking",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2460886
"34","CHOY10107","CHOY",2010,1,"Spring",2,"China","NW side",NA,NA,NA,"Switzerland","Erwin Jacomet","Alpinus Cho Oyu Expedition",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Germany",NA,2010-04-19,2010-04-30,NA,11,25,2010-05-14,4,"Bad weather (storms, high winds)","Abandoned at 7100m due to bad weather forecasts",7100,FALSE,FALSE,FALSE,2,0,5,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(19/04,5000m),ABC(22/04,5500m),C1(25/04,6400m),C2(30/04,7100m),xxx(30/04,7100m)","140471",NA,NA,"Prestige Adventure",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2460882
